Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Sales Per Quantity,Discount Amount,Performance,Loss Order
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Fasteners,20.44,7,0.0,9.198,45.0,2.9200000000000004,0.0,Low Profit,False
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Paper,109.92,2,0.0,53.8608,49.0,54.96,0.0,Low Profit,False
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders,6.38,1,0.0,2.9348,46.0,6.38,0.0,Low Profit,False
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Paper,6.48,1,0.0,3.1104,47.99999999999999,6.48,0.0,Low Profit,False
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Paper,15.84,3,0.0,7.128,45.0,5.28,0.0,Low Profit,False
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Technology,Phones,1049.93,7,0.0,293.9804,27.999999999999996,149.99,0.0,High Profit,False
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Appliances,154.9,5,0.0,40.274,26.0,30.98,0.0,Low Profit,False
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,98.352,3,0.2,35.6526,36.25,32.784,19.6704,Low Profit,False
Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Fasteners,14.32,5,0.2,5.191,36.25,2.864,2.8640000000000003,Low Profit,False
Same Day,Consumer,United States,Apopka,Florida,32712,South,Furniture,Furnishings,129.888,6,0.2,12.9888,10.0,21.648,25.977600000000002,Low Profit,False
Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Envelopes,48.944,7,0.2,16.5186,33.75,6.992,9.788800000000002,Low Profit,False
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Chairs,275.058,3,0.3,-90.3762,-32.857142857142854,91.68599999999999,82.5174,Loss,True
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,27.36,9,0.0,9.3024,34.0,3.04,0.0,Low Profit,False
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,44.75,5,0.0,20.585,46.0,8.95,0.0,Low Profit,False
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Phones,134.99,1,0.0,36.4473,26.999999999999996,134.99,0.0,Low Profit,False
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,26.4,5,0.0,12.672,48.00000000000001,5.279999999999999,0.0,Low Profit,False
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,542.94,3,0.0,141.1644,25.999999999999996,180.98000000000002,0.0,High Profit,False
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Tables,71.088,2,0.2,-1.7772,-2.5,35.544,14.2176,Loss,True
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,27.396,9,0.8,-42.4638,-154.99999999999997,3.044,21.916800000000002,Loss,True
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,13.456,1,0.8,-23.548,-175.0,13.456,10.764800000000001,Loss,True
Same Day,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Labels,11.84,1,0.2,4.44,37.50000000000001,11.84,2.368,Low Profit,False
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6,0.0,17.5812,48.99999999999999,5.98,0.0,Low Profit,False
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Envelopes,40.752,3,0.2,15.282,37.5,13.584000000000001,8.150400000000001,Low Profit,False
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,139.96,5,0.2,-22.7435,-16.25,27.992,27.992000000000004,Loss,True
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,2.624,1,0.2,0.2952,11.25,2.624,0.5248,Low Profit,False
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Tables,136.53,1,0.4,-52.3365,-38.333333333333336,136.53,54.612,Loss,True
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,263.96,1,0.2,42.8935,16.250000000000004,263.96,52.792,Low Profit,False
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Supplies,11.64,3,0.0,3.3756,28.999999999999996,3.8800000000000003,0.0,Low Profit,False
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,40.176,3,0.2,14.5638,36.25,13.392000000000001,8.035200000000001,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,79.44,3,0.0,30.1872,38.0,26.48,0.0,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,357.93,3,0.0,7.1586,2.0,119.31,0.0,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,127.764,2,0.1,21.294,16.666666666666668,63.882,12.7764,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Copiers,2799.944,7,0.2,1014.9797,36.25,399.992,559.9888,High Profit,False
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312,48.00000000000001,6.48,0.0,Low Profit,False
Same Day,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,36.792,1,0.2,4.1391,11.249999999999998,36.792,7.3584000000000005,Low Profit,False
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,5.94,3,0.0,1.6038,26.999999999999996,1.9800000000000002,0.0,Low Profit,False
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,177.55,5,0.0,47.9385,26.999999999999996,35.510000000000005,0.0,Low Profit,False
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Accessories,619.95,5,0.0,111.591,17.999999999999996,123.99000000000001,0.0,High Profit,False
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Phones,29.16,3,0.0,8.4564,29.000000000000004,9.72,0.0,Low Profit,False
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Envelopes,57.96,7,0.0,27.2412,47.0,8.28,0.0,Low Profit,False
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Appliances,29.403,3,0.1,5.2272,17.77777777777778,9.801,2.9403,Low Profit,False
Second Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,81.4,5,0.0,21.164,26.0,16.28,0.0,Low Profit,False
First Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,8.72,5,0.2,2.289,26.25,1.7440000000000002,1.7440000000000002,Low Profit,False
First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,91.176,3,0.2,4.5588,5.0,30.392,18.235200000000003,Low Profit,False
First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,159.968,4,0.2,29.994,18.75,39.992,31.9936,Low Profit,False
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,6.48,0.0,Low Profit,False
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,331.536,3,0.2,-82.884,-25.0,110.512,66.30720000000001,Loss,True
First Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,899.91,9,0.0,395.9604,44.0,99.99,0.0,High Profit,False
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,946.344,7,0.2,118.293,12.5,135.192,189.26880000000003,High Profit,False
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Technology,Accessories,178.11,3,0.0,32.0598,18.0,59.370000000000005,0.0,Low Profit,False
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Appliances,1089.75,3,0.0,305.13,27.999999999999996,363.25,0.0,High Profit,False
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Labels,61.06,2,0.0,28.0876,46.0,30.53,0.0,Low Profit,False
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,Bookcases,459.92,4,0.0,41.3928,9.0,114.98,0.0,Low Profit,False
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Paper,27.52,4,0.0,12.6592,46.0,6.88,0.0,Low Profit,False
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Bookcases,638.82,9,0.0,185.2578,28.999999999999996,70.98,0.0,High Profit,False
First Class,Corporate,United States,Milford,Connecticut,6460,East,Office Supplies,Supplies,30.69,3,0.0,7.9794,26.0,10.23,0.0,Low Profit,False
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Furnishings,25.16,2,0.0,8.5544,34.0,12.58,0.0,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,13.92,3,0.2,4.872,35.0,4.64,2.7840000000000003,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.36,2,0.0,9.2928,48.0,9.68,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,19.3,2,0.0,5.79,30.0,9.65,0.0,Low Profit,False
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,38.376,3,0.2,13.4316,35.0,12.792,7.6752,Low Profit,False
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,12.96,2,0.0,6.3504,48.99999999999999,6.48,0.0,Low Profit,False
First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,26.48,1,0.0,10.0624,38.0,26.48,0.0,Low Profit,False
First Class,Corporate,United States,Fairfield,California,94533,West,Technology,Machines,532.72,2,0.2,53.272,10.0,266.36,106.54400000000001,Low Profit,False
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,26.72,4,0.0,12.8256,48.0,6.68,0.0,Low Profit,False
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,20.04,3,0.0,9.6192,48.0,6.68,0.0,Low Profit,False
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Storage,795.48,7,0.0,7.9548,0.9999999999999999,113.64,0.0,Low Profit,False
First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,21.56,7,0.0,6.8992,32.00000000000001,3.0799999999999996,0.0,Low Profit,False
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Phones,249.584,2,0.2,31.198,12.5,124.792,49.9168,Low Profit,False
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,68.112,3,0.2,17.8794,26.25,22.703999999999997,13.622399999999999,Low Profit,False
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,16.56,3,0.2,-2.484,-15.000000000000002,5.52,3.312,Loss,True
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,74.95,5,0.0,36.7255,48.99999999999999,14.99,0.0,Low Profit,False
Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,Tables,355.455,3,0.5,-184.8366,-52.0,118.485,177.7275,Loss,True
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,44.4,3,0.0,22.2,50.0,14.799999999999999,0.0,Low Profit,False
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,20.65,5,0.0,9.499,46.00000000000001,4.13,0.0,Low Profit,False
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,866.4,4,0.0,225.264,26.0,216.6,0.0,High Profit,False
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,5.56,2,0.0,1.4456,26.0,2.78,0.0,Low Profit,False
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,3.16,4,0.8,-8.532,-270.0,0.79,2.5280000000000005,Loss,True
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Copiers,1999.96,5,0.2,624.9875,31.249999999999993,399.992,399.992,High Profit,False
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,46.152,3,0.2,12.1149,26.25,15.384,9.230400000000001,Low Profit,False
First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,32.985,3,0.5,-1.9791,-6.000000000000001,10.995,16.4925,Loss,True
Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Storage,481.32,4,0.0,125.1432,26.0,120.33,0.0,High Profit,False
Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Binders,6.384,1,0.2,2.1546,33.75,6.384,1.2768000000000002,Low Profit,False
First Class,Consumer,United States,Lake Forest,California,92630,West,Office Supplies,Appliances,542.94,3,0.0,152.0232,27.999999999999996,180.98000000000002,0.0,High Profit,False
First Class,Consumer,United States,Lake Forest,California,92630,West,Furniture,Furnishings,54.92,4,0.0,19.7712,36.0,13.73,0.0,Low Profit,False
First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,1448.82,10,0.1,209.274,14.444444444444446,144.882,144.882,High Profit,False
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,353.88,6,0.0,17.694,5.0,58.98,0.0,Low Profit,False
Standard Class,Consumer,United States,Redding,California,96003,West,Technology,Phones,333.576,3,0.2,25.0182,7.5,111.19200000000001,66.71520000000001,Low Profit,False
Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,60.144,6,0.2,20.2986,33.75,10.024,12.0288,Low Profit,False
Second Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,85.2,6,0.2,20.235,23.75,14.200000000000001,17.040000000000003,Low Profit,False
Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Labels,3.15,1,0.0,1.512,48.00000000000001,3.15,0.0,Low Profit,False
Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,22.72,4,0.0,10.224,45.0,5.68,0.0,Low Profit,False
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,14.91,3,0.0,4.6221,31.0,4.97,0.0,Low Profit,False
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,1158.12,4,0.0,335.8548,29.000000000000004,289.53,0.0,High Profit,False
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,599.99,1,0.0,233.9961,39.0,599.99,0.0,High Profit,False
Standard Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Storage,23.968,2,0.2,2.3968,10.0,11.984,4.7936000000000005,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,638.288,7,0.2,-31.9144,-5.0,91.184,127.6576,Loss,True
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,13.208,1,0.2,4.6228,35.0,13.208,2.6416000000000004,Low Profit,False
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Binders,15.528,3,0.2,5.823,37.5,5.176,3.1056000000000004,Low Profit,False
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,104.85,1,0.0,50.328,48.00000000000001,104.85,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,30.48,3,0.0,7.9248,26.0,10.16,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,112.648,1,0.2,11.2648,10.0,112.648,22.529600000000002,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,71.976,3,0.2,24.2919,33.75,23.992,14.3952,Low Profit,False
Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Art,2.21,1,0.0,0.5967,27.0,2.21,0.0,Low Profit,False
Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Envelopes,15.52,4,0.0,7.4496,48.00000000000001,3.88,0.0,Low Profit,False
Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Paper,36.44,4,0.0,16.398,45.0,9.11,0.0,Low Profit,False
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,217.764,6,0.7,-384.7164,-176.66666666666666,36.294000000000004,152.4348,Loss,True
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Supplies,39.072,6,0.2,4.3956,11.249999999999998,6.5120000000000005,7.814400000000001,Low Profit,False
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,22.638,7,0.7,-16.6012,-73.33333333333331,3.2340000000000004,15.8466,Loss,True
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,95.144,7,0.2,10.7037,11.249999999999998,13.592,19.0288,Low Profit,False
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,12.32,5,0.2,1.848,15.0,2.464,2.4640000000000004,Low Profit,False
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,4.419,3,0.7,-3.0933,-70.0,1.4729999999999999,3.0932999999999997,Loss,True
First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Fasteners,35.0,7,0.0,16.8,48.00000000000001,5.0,0.0,Low Profit,False
First Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Chairs,72.784,1,0.2,0.0,0.0,72.784,14.556800000000003,Low Profit,False
